"Company Name","Key ID","Address Line 1","City","Phone","URL","Revenue (As Reported)","Employees","techMark Membership","Year Founded","Ultimate Parent Company","Ultimate Parent Country","ANZSIC 2006 Description","Address Type","Cash Equivalents (As Reported)","Assets (USD)","Cash Equivalents (USD)","Corporate Family Members","Fiscal Year End","Parent Company","Ownership Type","Profit Margin","Revenue (USD)","Sales 1 Year Growth (As Reported)"
"Shell Abu Dhabi B.V.","42386071","","Abu Dhabi","971-2-6333620","http://www.shell.com/home/content/are/footer/contact_us/","51700001","18","","1981","Royal Dutch Shell Plc","Netherlands","Oil and Gas Extraction","","","","","1697","2011-12-31T05:00:00Z","Shell Petroleum Co. Ltd.(The)","Private","","51700001",""
"Middle East Container Repair Company Limited - Abu Dhabi","42385988","PO Box 4501","Abu Dhabi","971-02 6732434","http://www.mecrc.ae","8899999.6","18","","1987","Middle East Container Repair Company Limited - Dubai","United Arab Emirates","Shipbuilding and Repair Services","","","","","2","2011-12-31T05:00:00Z","Middle East Container Repair Company Limited - Dubai","Private","","8899999.6",""
"Fortune Promoseven","137067693","2454 Pink Building 2nd Floor Eastern Ring Road","Abu Dhabi","971-2-449-4405","http://www.promoseven.com","","18","","","Interpublic Group of Companies Inc","United States","Advertising Services","","","","","982","","Fortune Promoseven-HQ","Private","","",""
"Leaders International Technology Co.","42385961","PO Box 45125","Abu Dhabi","971-02 6760111","","8500000","18","","1992","","","Computer System Design and Related Services","","","","","0","2011-12-31T05:00:00Z","","Private","","8500000",""
"BICC Al Jallaf WLL","42385807","PO Box 46707","Abu Dhabi","971-02 6222320","","11500000","18","","1975","","","Other Electrical and Electronic Goods Wholesaling","","","","","0","2012-12-31T05:00:00Z","","Private","","11500000",""
"Tecsol Electrical Installation & Maintenance","122044352","Po Box P.O.Box 110876","Abu Dhabi","26718907","","2000000","17","","","","","Management and Related Consulting Services","","","","","0","2009-12-31T05:00:00Z","","Private","","544528.42",""
"Mideast Data Systems","122882372","Po Box 7899","Abu Dhabi","26276354","","1182640000","17","","","Mideast Data Systems Sal","","Electronic (except Domestic Appliance) and Precision Equipment Repair","","","","","2","2014-12-31T05:00:00Z","Mideast Data Systems Sal","Private","","321978090",""
"Tata Communications Middle East And North Africa","92461315","City Center Building Block A  Office 204 2Nd Floor Hamdan Street","Abu Dhabi","26266223","http://www.tatacommunications.com","","16","","","Tata Sons Ltd","India","Electrical Services","","","","","555","","Tata Communications Limited","Private","","",""
"Al Muhairy General Trading Company L.L.C.","120012179","Po Box 26288","Abu Dhabi","26772040","http://www.almuhairytrading.com","","15","","","","","Motor Vehicle New Parts Wholesaling","","","","","0","","","Private","","",""
"Al Areef Computer Institute","120010429","P.O. Box 37628","Abu Dhabi","26268570","http://www.areef.ae","","15","","","","","Adult, Community and Other Education","","","","","0","","","Private","","",""
"I H I Emirates Company Limited","122982047","Po Box 2374","Abu Dhabi","26789400","","12000000","15","","","","","Building Installation Services","","","","","0","","","Private","","3267022.6",""
"Sembawang UAE Pte Ltd.","121405205","501-504 Al Gaith Tower Hamdan Street","Abu Dhabi","971-48815165","http://www.sembawangenc.com","","15","","","Punj Lloyd Limited","India","Other Heavy and Civil Engineering Construction","","","","","23","","Punj Lloyd Limited","Private","","",""
"United Arab Shipping Company","42386108","Tourist Club Area Omar Bin Zayd Bldg 3rd Foor 304","Abu Dhabi","971-26332111","http://www.uasc.com","","15","","","United Arab Shipping Co SAG","Kuwait","Water Freight Transport","","","","","47","2007-12-31T05:00:00Z","United Arab Shipping Co SAG","Private","","",""
"Gulf Commercial Agency","42385906","PO Box 46962","Abu Dhabi","971-02 5553456","","14300000","15","","1980","","","Other Specialised Industrial Machinery and Equipment Wholesaling","","","","","0","2011-12-31T05:00:00Z","","Private","","14300000",""
"Bainuna Mechanical, Electrical Equipment & Oil-Field Services","122048005","Po Box 642","Abu Dhabi","26393303","","15000000","15","","","","","Other Electrical and Electronic Goods Wholesaling","","","","","0","2007-12-31T05:00:00Z","","Private","","4084826.5",""
"Nahla Medical Supplies","106238176","Po Box 29348","Abu Dhabi","26764975","http://www.nahlamed.ae","120000000","15","","","","","Professional and Scientific Goods Wholesaling","","","","","0","2007-12-31T05:00:00Z","","Private","","32678612",""
"Al Badri Traders Company L.L.C.","42385788","PO Box 3476","Abu Dhabi","971-02 6789956","http://www.albadri.org","7300000.2","15","","","","","Other Hardware Goods Wholesaling","","","","","0","2011-12-31T05:00:00Z","","Private","","7300000.2",""
"Icapital","121851714","Po Box 37148","Abu Dhabi","26581050","http://www.icapital.ae","35000000","15","","","","","Computer System Design and Related Services","","","","","0","2007-12-31T05:00:00Z","","Private","","9531262.4",""
"I H I Uae Company Limited","92461038","Po Box 2374","Abu Dhabi","26789400","http://www.ihiuae.com","","14","","","","","Other Residential Building Construction","","","","","0","","","Private","","",""
"Salem Ibrahim Al Saman","48609265","PO Box 271","Abu Dhabi","971-02 6268888","","8500000","14","","1963","Salem Freight International Est","United Arab Emirates","Electrical, Electronic and Gas Appliance Retailing","","","","","3","2011-12-31T05:00:00Z","Salem Freight International Est","Private","","8500000",""
"Mace International Limited","92461168","Po Box 37501","Abu Dhabi","","http://www.macegroup.com","","13","","","","","Engineering Design and Engineering Consulting Services","","","","","0","","","Private","","",""
"Gulf Net Security Systems Co. Llc","123278625","Po Box 28607","Abu Dhabi","26728847","","32599998","13","","","","","Other Electrical and Electronic Goods Wholesaling","","","","","0","2008-12-31T05:00:00Z","","Private","","8875944.1",""
"KNDT UAE Techno Inspection LLC","121700819","M-36 Plot 58 Warehouse 3 Mussafah","Abu Dhabi","971-2-553-5825","","","13","","","Korea NonDestructive Testing Co., Ltd","Korea, Republic of","Scientific Testing and Analysis Services","","","","","2","","Korea NonDestructive Testing Co., Ltd","Private","","",""
"Waha Maritime","111192810","NA02, NA02,","Abu Dhabi","971-2-6677343","http://www.wahacapital.ae/","","13","","","Waha Capital PJSC","United Arab Emirates","Water Freight Transport","","","","","4","","Waha Capital PJSC","Private","","",""
"Al Hamed ITC","42385940","PO Box 592","Abu Dhabi","971-02 6674777","http://www.alhamed.com/itcinfo.htm","6500000","12","","1979","Al Hamed Enterprises","United Arab Emirates","Engineering Design and Engineering Consulting Services","","","","","15","2011-12-31T05:00:00Z","Al Hamed Enterprises","Private","","6500000",""
"Accenture Middle East B V - Abu Dhabi","92461522","Po Box 29002","Abu Dhabi","26429644","http://www.accenture.com","","12","","","Accenture Plc","Ireland","Petroleum Exploration","","","","","378","","Accenture Plc","Private","","",""
"Abu Dhabi Commercial Corp.","42385721","PO Box 4214","Abu Dhabi","971-02 6722828","","14500000","12","","1974","Gulf Eagles Services Est","","Agricultural and Construction Machinery Wholesaling","","","","","2","2011-12-31T05:00:00Z","Gulf Eagles Services Est","Private","","14500000",""
"Ranya Trading WLL","42386049","PO Box 602","Abu Dhabi","971-02 6773063","","6699999.8","12","","","","","Engineering Design and Engineering Consulting Services","","","","","0","2011-12-31T05:00:00Z","","Private","","6699999.8",""
"Mitsui & Co., Middle East Ltd.","50664444","Ste 1002 10th Fl Al Masaood Tower Sh Hamdan St","Abu Dhabi","971-26322119","http://www.mitsui.com","","12","","","Mitsui & Co. Ltd.","Japan","Other Professional, Scientific and Technical Services Not Elsewhere Classified","","","","","421","","Mitsui & Co., Middle East Ltd.","Private","","",""
"Crescent Oilfield Supplies Est","42385845","PO Box 7355","Abu Dhabi","971-02 5547800","http://www.alnasr-uae.com","11900000","12","","1975","","","Other Specialised Industrial Machinery and Equipment Wholesaling","","","","","0","2011-12-31T05:00:00Z","","Private","","11900000",""
"Bae Systems","120010705","Po Box 4049","Abu Dhabi","26338831","http://www.baesystems.com","","12","","","","","Other Specialised Industrial Machinery and Equipment Wholesaling","","","","","0","","","Private","","",""
"Technical Scientific Enterprises Company (Techni) - L L C","92461514","Po Box 5100","Abu Dhabi","26727888","http://www.techni-uae.com","","10","","","","","Professional and Scientific Goods Wholesaling","","","","","0","","","Private","","",""
"Van Leeuwen Pipe & Tube (Middle East) Ltd.","50087272","Al Karmaneh St Internatinal Tower Ste 2105","Abu Dhabi","971-26271840","http://www.vanleeuwen.ae","","10","","","Van Leeuwen Buizen Groep BV","Netherlands","Steel Pipe and Tube Manufacturing","","","","","47","","Van Leeuwen Pipe & Tube Group B.V.","Private","","",""
"Sainrapt Contracting Co L.L.C.","42386065","PO Box 661","Abu Dhabi","971-2-676-4007","","183200000","10","","1963","Vinci SA","France","Other Heavy and Civil Engineering Construction","","","","","1269","2011-12-31T05:00:00Z","VINCI Construction Grands Projets","Private","","183200000",""
"Sultan International Establishment","92461151","Po Box 3486","Abu Dhabi","26224411","","","10","","","","","Other Goods Wholesaling Not Elsewhere Classified","","","","","0","","","Private","","",""
"Amalgamated National Diversified Offshore Company Ltd.","100971444","PO Box 7333, Al Nasr St., Falcon Twr.","Abu Dhabi","971-02 6326677","http://www.anholdings.com","5400000.1","10","","1977","Al Nasser Holdings","United Arab Emirates","Engineering Design and Engineering Consulting Services","","","","","18","2011-12-31T05:00:00Z","Al Nasser Holdings","Private","","5400000.1",""
"Qatar Insurance Company - Abu Dhabi","98460544","","Abu Dhabi","971-26769466","http://www.qatarinsurance.com","","10","","","Qatar Insurance Co SAQ","Qatar","Auxiliary Insurance Services","","","","","7","","Qatar Insurance Co SAQ","Private","","",""
"Sharjah Islamic Bank PJSC - Abu Dhabi","42386011","PO Box 43153","Abu Dhabi","971-02 6743153","http://www.sib.ae","467100010","10","","","","","Banking","","","","","0","2008-12-31T05:00:00Z","","Private","","467100010",""
"ADCECO Group","48609229","PO Box 47029, ADCECO Building, Port Zayed, Free Zone","Abu Dhabi","971-2 6732111","http://www.adcecogroup.com","5400000.1","10","","1981","","","Engineering Design and Engineering Consulting Services","","","","","10","2012-12-31T05:00:00Z","","Private","","5400000.1",""
"Habib Trading Company - W L L","120011384","Po Box 30929","Abu Dhabi","26315001","http://www.habibtrading.com","","10","","","","","Timber Wholesaling","","","","","0","","","Private","","",""
"Mansoori Industrial Supply","42385968","PO Box 287","Abu Dhabi","971-02 6339795","http://www.mansoori-industrial.com","8100000.4","10","","1963","Al Nasser Holdings","United Arab Emirates","Other Specialised Industrial Machinery and Equipment Wholesaling","","","","","18","2011-12-31T05:00:00Z","Almansoori Specialized Engineering","Private","","8100000.4",""
"Oracle Systems Limtied","101788426","Arab Monitary Fund Bldg. P.O. Box 30339","Abu Dhabi","26323216","http://www.oracle.com","","10","","","Oracle Corporation","United States","Motor Vehicle and Motor Vehicle Part Manufacturing","","","","","318","","Oracle Corporation","Private","","",""
"GIBCA Abu Dhabi","42385898","PO Box 2570, Head Office, Gibca Bldg.","Abu Dhabi","971-02 6260222","http://www.gibca.com","2900000.1","10","","1982","GIBCA Limited","United Arab Emirates","Electrical Services","","","","","16","2011-12-31T05:00:00Z","GIBCA Limited","Private","","2900000.1",""
"Agricultural Engineering Company L.L.C.","48584136","PO Box 16015","Abu Dhabi","971-03 7217912","","","10","","1985","","","Cereal Grain Wholesaling","","","","","0","","","Private","","",""
"Al Mazroui Engineering Co.","50664555","PO Box 97","Abu Dhabi","971-02 6724422","http://www.mengineering.info","5400000.1","10","","1980","Al Mazroui Group","United Arab Emirates","Engineering Design and Engineering Consulting Services","","","","","5","2011-12-31T05:00:00Z","Al Mazroui Group","Private","","5400000.1",""
"Abu Dhabi Equipment Co.","42385723","PO Box 4303","Abu Dhabi","971-02 5554079","http://www.mobh.ae","10900000","9","","1965","Al Khair Foodstuff Est","","Agricultural and Construction Machinery Wholesaling","","","","","3","2011-12-31T05:00:00Z","","Private","","10900000",""
"Samer Engineering Consultancy Group","42386067","PO Box 2764, Emirates Dates Bldg., Sheikh Khalifa St.","Abu Dhabi","971-02 6744359","http://www.samergroup.com","3200000","9","","1971","","","Architectural Services","","","","","0","2011-12-31T05:00:00Z","","Private","","3200000",""
"Liechtensteinische Landes Bank (Switzerland Ltd - Abu Dhabi","120010420","Po Box 48230","Abu Dhabi","26655666","http://www.llb.ae","","9","","","","","Banking","","","","","0","","","Private","","",""
"Aabharan Jewellery LLC","121418083","UAE Exchange Centre Building Hamdan Street","Abu Dhabi","971-26339433","http://www.nmc.ae","","9","","","NMC Group","United Arab Emirates","Watch and Jewellery Retailing","","","","","22","","NMC Group","Private","","",""
"Al-Salam Express Cargo","120012182","P.O. Box 7201","Abu Dhabi","26260510","http://www.alsalamcargo.com","","8","","","","","Other Transport Equipment Manufacturing Not Elsewhere Classified","","","","","0","","","Private","","",""
"Asi Trading - Middle East - Llc","123249132","Po Box 4108","Abu Dhabi","26447500","","3000000","8","","","","","Other Grocery Wholesaling","","","","","0","","","Private","","816755.65",""
"The Commercial Counsellor's Office At The Austrian Embassy","92460906","Al Hazna Tower, 7Th Flr., 702","Abu Dhabi","26766633","http://www.austrianembassy.ae","","8","","","","","Foreign Government Representation","","","","","0","","","Private","","",""
"ESAB Middle East LLC","124754141","","Abu Dhabi","971-25547831","http://www.esab.ae","","8","","","Colfax Corp","United States","Professional and Scientific Goods Wholesaling","","","","","260","","Colfax Corp","Private","","",""
"Issam Bookshop - L L C","121881518","Po Box 2295","Abu Dhabi","26343557","","1000000","8","","","","","Book and Magazine Wholesaling","","","","","0","2007-12-31T05:00:00Z","","Private","","1000000",""
